,work_year,early_return_amount,issue_date_dayofweek,pub_dero_bankrup,region,f2,f0,employer_type,total_loan,house_exist,recircle_b,del_in_18month,loan_id,initial_list_status,scoring_high,f3,scoring_low,earlies_to_current_mon,earliesCreditYear,year_of_loan,earliesCreditMon,censor_status,early_return,isDefault,monthly_payment,title,early_return_amount_3mon,industry,interest,class,use,f4,issue_date_month,recircle_u,user_id,post_code,debt_loan_ratio
401,8,0,3,0.0,8,23.0,2.0,5,15363.63636,0,1480.615385,1,1019937,1,721.2121212,14.0,618.1818182,4567,2000,3,5,0,0,1,452.63,4,0.0,11,15.31,3,4,10.0,11,23.42307692,219937,273,17.47272727
402,-1,0,4,0.0,21,1.0,3.0,3,12272.72727,2,1486.153846,0,1031383,0,816.6666667,6.0,700.0,6119,2001,5,3,1,0,0,321.82,4,0.0,11,10.42,2,4,5.0,12,12.57692308,231383,512,10.04727273
403,10,554,0,0.0,22,5.0,2.0,3,17454.54545,0,1486.153846,0,1020236,1,758.3333333,15.0,700.0,1522,2009,5,5,2,1,0,382.49,36926,166.2,2,15.22,3,5,8.0,7,12.0,220236,200,17.21818182
404,2,1457,0,0.0,21,4.0,2.0,4,3000.0,1,1489.384615,0,1006592,0,585.0,3.0,540.0,4291,2004,3,11,1,2,0,98.92,0,0.0,5,11.49,2,0,1.0,8,41.9,206592,240,19.73
405,0,0,2,0.0,12,4.0,4.0,4,3550.0,0,1490.461538,0,1008048,0,787.5,4.0,675.0,3590,2005,3,9,0,0,0,128.1,0,0.0,6,17.86,4,0,1.0,7,38.67692308,208048,123,14.84
406,7,659,2,1.0,29,18.0,2.0,4,21981.81818,1,1493.0,0,1001040,1,840.0,11.0,720.0,5510,2001,5,5,0,2,0,527.77,0,0.0,4,23.32,5,0,4.0,6,35.75384615,201040,486,23.62909091
407,1,0,1,1.0,22,7.0,2.0,0,16363.63636,1,1495.384615,0,1016469,0,823.8636364,8.0,659.0909091,7640,1995,5,4,2,0,0,461.96,0,0.0,8,13.67,3,0,6.0,3,13.8,216469,33,14.35090909
408,4,0,0,0.0,22,4.0,3.0,4,7090.909091,0,1498.0,0,1023261,0,840.0,5.0,720.0,5174,2004,3,8,1,0,1,222.74,0,0.0,3,19.92,4,0,5.0,10,59.9,223261,113,11.05090909
409,3,0,3,0.0,40,31.0,3.0,4,2540.909091,0,1498.0,0,1007814,0,715.9090909,20.0,572.7272727,4352,2006,3,4,0,0,0,71.4,6,0.0,2,13.178,2,5,10.0,3,17.4,207814,591,9.31
410,0,0,2,1.0,8,5.0,3.0,4,8159.090909,1,1506.923077,0,1039443,0,774.5833333,17.0,715.0,5022,1999,3,8,1,0,0,314.65,1,0.0,13,17.38,3,1,9.0,5,10.87692308,239443,157,4.974545455
411,7,0,1,1.0,12,5.0,6.0,2,19636.36364,0,1508.0,0,1008470,0,981.8181818,11.0,785.4545455,3682,2005,5,11,0,0,0,541.05,0,0.0,0,12.59,3,0,10.0,12,8.6,208470,49,30.34909091
412,8,0,2,0.0,8,8.0,4.0,2,21272.72727,1,1508.076923,0,1017814,1,741.4772727,4.0,593.1818182,1370,2011,3,7,1,0,1,603.81,0,0.0,11,12.69,3,0,3.0,4,20.67692308,217814,145,32.96727273
413,1,0,3,1.0,38,6.0,2.0,2,21818.18182,0,1508.076923,0,1008516,0,843.75,8.0,675.0,6970,1997,5,11,1,0,0,486.26,0,0.0,13,14.391,3,0,2.0,12,18.55384615,208516,126,8.705454545
414,3,0,5,1.0,10,6.0,3.0,0,5090.909091,0,1512.0,0,1012008,1,731.25,10.0,675.0,8369,1992,3,9,1,0,0,175.95,0,0.0,12,8.998,2,0,6.0,8,27.92307692,212008,48,12.87272727
415,10,1665,4,1.0,8,2.0,3.0,4,14127.27273,0,1513.076923,0,1031353,1,659.8484848,21.0,609.0909091,7517,1994,5,1,2,2,0,388.19,5,333.0,3,23.454,7,2,11.0,8,7.861538462,231353,167,1.036363636
416,10,11340,0,0.0,44,13.0,2.0,4,27272.72727,2,1513.076923,1,1048772,0,850.0,4.0,680.0,3928,2007,3,4,2,3,0,830.24,0,0.0,8,13.189,2,0,2.0,1,40.92307692,248772,490,1.647272727
417,2,3965,6,0.0,10,16.0,2.0,4,9000.0,0,1513.846154,0,1030873,0,866.6666667,6.0,800.0,3532,2005,3,6,1,1,0,273.52,0,793.0,8,6.523,1,0,3.0,2,9.5,230873,48,22.96
418,10,0,3,0.0,8,12.0,9.0,4,11581.81818,1,1517.538462,2,1005841,1,781.6666667,12.0,670.0,4383,2003,3,1,1,0,1,336.42,0,0.0,10,12.879,3,0,7.0,1,14.43076923,205841,140,42.85090909
419,2,8319,4,0.0,7,18.0,1.0,4,18181.81818,0,1519.538462,0,1017748,0,827.2727273,3.0,763.6363636,4505,2004,5,3,2,3,0,419.94,0,0.0,1,10.439,2,0,1.0,7,45.5,217748,430,13.40727273
420,1,1801,2,0.0,0,18.0,3.0,0,7272.727273,1,1521.923077,1,1007400,0,856.8181818,12.0,790.9090909,2891,2007,3,8,1,3,1,270.83,6,360.2,13,13.33,3,5,6.0,7,7.615384615,207400,676,29.46
421,5,2352,1,0.0,10,5.0,2.0,3,5909.090909,0,1524.230769,0,1032859,0,1056.818182,4.0,845.4545455,1950,2011,3,7,1,3,0,164.74,6,470.4,8,10.296,2,5,1.0,11,10.84615385,232859,407,19.82
422,4,0,2,0.0,8,1.0,3.0,4,26181.81818,1,1525.0,0,1026857,1,898.1818182,4.0,829.0909091,2129,2009,3,9,2,0,0,750.86,0,0.0,8,7.89,1,0,3.0,7,8.076923077,226857,157,0.981818182
423,3,6550,5,0.0,8,31.0,3.0,4,35454.54545,1,1526.769231,1,1024492,0,655.9090909,20.0,605.4545455,4018,2003,3,2,0,1,0,1010.68,1,655.0,13,11.691,2,1,14.0,2,12.3,224492,111,28.3
424,10,0,0,1.0,17,9.0,4.0,5,9090.909091,1,1527.076923,1,1030964,0,650.0,25.0,600.0,4444,2002,5,10,2,0,0,234.3,0,0.0,13,15.741,3,0,6.0,12,17.01538462,230964,58,4.243636364
425,2,0,1,0.0,27,3.0,3.0,3,10636.36364,2,1527.692308,0,1008039,1,1025.0,11.0,820.0,9193,1991,3,9,0,0,0,292.48,0,0.0,11,9.441,2,0,4.0,11,7.969230769,208039,500,21.22727273
426,9,4803,5,0.0,0,94.0,34.0,4,17727.27273,0,1530.0,0,1042828,1,981.25,89.0,785.0,4990,1996,5,9,1,4,0,193.6,14607,960.6,13,7.88,1,2,51.0,5,1.3,242828,414,4.690909091
427,3,1335,2,0.0,4,94.0,34.0,0,5154.545455,0,1535.0,3,1007077,1,837.5,89.0,670.0,7762,1990,3,11,0,1,0,219.23,234,400.5,13,15.27,3,4,51.0,2,71.83076923,207077,197,8.97
428,1,3606,3,2.0,9,8.0,3.0,1,8536.363636,2,1536.0,0,1045680,0,650.0,9.0,600.0,7121,1994,3,11,2,3,1,276.23,0,360.6,12,16.29,4,0,5.0,5,12.46153846,245680,604,24.92181818
429,10,0,5,0.0,9,9.0,2.0,0,23636.36364,0,1537.0,0,1031704,0,837.5,15.0,670.0,4779,2003,3,9,0,0,1,659.43,0,0.0,6,10.341,2,0,7.0,10,13.6,231704,519,2.52
430,10,2716,6,0.0,22,3.0,2.0,3,5072.727273,2,1545.0,0,1026108,0,795.4545455,5.0,681.8181818,5966,2001,3,6,1,0,0,192.44,0,814.8,5,7.35,1,0,2.0,10,19.8,226108,840,11.05
431,7,138,0,0.0,0,0.0,2.0,4,4090.909091,0,1545.0,0,1039665,0,886.6666667,3.0,760.0,2802,2010,3,5,2,3,0,161.18,1,41.4,12,8.937,2,1,3.0,1,24.55384615,239665,616,3.610909091
432,4,945,2,0.0,14,5.0,6.0,5,2113.636364,1,1547.0,0,1045170,1,900.0,17.0,720.0,2738,2008,3,1,2,3,0,80.2,0,189.0,1,13.185,3,0,11.0,7,6.892307692,245170,66,10.50545455
433,10,528,2,0.0,22,9.0,4.0,0,3500.0,1,1549.615385,0,1043721,1,816.6666667,8.0,700.0,2861,2006,3,12,1,2,0,120.46,0,105.6,1,15.939,3,0,8.0,10,36.3,243721,113,15.18545455
434,10,0,1,0.0,36,7.0,5.0,4,2375.0,1,1552.615385,1,1020131,1,850.0,5.0,680.0,7974,1993,3,11,2,0,0,87.29,6,0.0,9,21.109,5,5,3.0,9,31.23076923,220131,246,19.58
435,10,0,6,0.0,36,3.0,4.0,1,21000.0,0,1555.384615,0,1001830,0,821.969697,22.0,704.5454545,11047,1984,5,12,2,0,0,495.74,0,0.0,5,16.115,3,0,7.0,3,6.692307692,201830,249,13.5
436,2,0,2,0.0,36,12.0,2.0,4,5454.545455,1,1558.307692,0,1004671,0,602.7272727,10.0,556.3636364,4840,2001,3,7,1,0,1,207.97,0,0.0,8,16.489,3,0,7.0,10,77.86153846,204671,451,10.81818182
437,10,477,4,0.0,2,5.0,8.0,2,7090.909091,0,1562.0,0,1034031,0,837.5,14.0,670.0,6545,1998,3,5,1,3,0,187.72,6,47.7,11,7.101,1,5,3.0,4,14.76923077,234031,162,14.46545455
438,0,0,3,0.0,33,4.0,7.0,4,21818.18182,1,1562.0,4,1032733,0,663.4090909,24.0,568.6363636,6058,1998,5,6,2,0,1,616.52,6,0.0,13,18.54,5,5,18.0,1,19.84615385,232733,784,21.62181818
439,0,3314,6,0.0,19,10.0,2.0,0,7272.727273,0,1564.769231,0,1005867,0,780.0,8.0,720.0,4138,2003,3,11,0,3,0,250.29,9,662.8,4,8.679,1,8,6.0,3,24.2,205867,53,17.13
440,0,1859,5,0.0,14,3.0,1.0,4,3636.363636,1,1566.923077,0,1025155,0,893.75,2.0,715.0,1431,2010,3,12,0,3,0,141.21,6,0.0,2,17.919,4,5,2.0,11,31.29230769,225155,64,12.43636364
441,0,7686,1,0.0,3,7.0,5.0,4,31818.18182,0,1567.384615,0,1001171,1,687.2727273,12.0,589.0909091,6422,1998,3,8,1,3,0,1086.96,5,0.0,8,6.651,1,2,7.0,3,12.11538462,201171,4,15.16363636
442,3,1476,4,0.0,0,1.0,2.0,4,9454.545455,1,1577.307692,0,1007910,1,593.8636364,12.0,548.1818182,3652,2005,3,5,1,2,0,266.83,0,442.8,4,12.29,3,0,10.0,5,35.86153846,207910,616,9.114545455
443,10,0,1,3.0,2,10.0,3.0,4,5454.545455,0,1581.230769,0,1024825,0,761.3636364,13.0,609.0909091,9740,1989,3,7,0,0,0,156.43,2,0.0,6,8.679,1,4,6.0,3,25.10769231,224825,311,15.29090909
444,10,2789,6,0.0,34,14.0,2.0,4,8727.272727,1,1586.307692,1,1028320,0,726.5151515,4.0,622.7272727,6728,1998,3,8,1,0,1,263.39,0,836.7,13,10.251,2,0,2.0,1,73.7,228320,522,15.17
445,0,7901,5,0.0,24,0.0,2.0,4,16000.0,0,1589.538462,0,1040545,0,848.8636364,11.0,679.0909091,9527,1990,3,9,0,3,0,512.46,5,790.1,3,9.49,2,2,8.0,10,2.538461538,240545,832,0.23
446,5,186,6,0.0,12,17.0,2.0,4,3272.727273,0,1593.461538,0,1020367,1,752.9166667,3.0,695.0,3652,2005,3,11,2,0,0,127.55,0,55.8,2,16.55,4,0,1.0,11,33.81538462,220367,123,15.69090909
447,10,0,4,0.0,8,9.0,3.0,4,14181.81818,1,1593.846154,2,1022764,0,920.4545455,7.0,736.3636364,4140,2005,3,3,1,0,0,395.66,4,0.0,2,11.49,2,4,7.0,7,42.69230769,222764,171,27.97090909
448,10,0,4,0.0,13,2.0,3.0,1,5454.545455,1,1595.769231,0,1048479,1,811.3636364,8.0,695.4545455,2465,2007,3,11,0,0,0,163.67,0,0.0,11,10.99,2,0,5.0,8,9.046153846,248479,141,14.52727273
449,10,0,0,0.0,14,16.0,3.0,4,32727.27273,0,1605.0,0,1046356,0,848.4848485,23.0,727.2727273,10774,1987,5,11,2,0,0,952.65,0,0.0,1,13.545,3,0,13.0,5,1.938461538,246356,453,13.43636364
450,0,1714,0,0.0,0,6.0,4.0,0,4909.090909,1,1605.230769,0,1035186,1,803.6363636,4.0,741.8181818,1614,2013,3,8,1,2,0,211.01,4,0.0,13,16.02,3,4,2.0,1,24.73846154,235186,663,9.032727273
451,7,2056,0,0.0,21,11.0,1.0,3,9818.181818,1,1607.307692,0,1020950,1,825.0,19.0,660.0,3927,2003,3,12,0,3,0,401.39,0,616.8,3,12.49,2,0,10.0,9,30.64615385,220950,342,15.13
452,-1,79,5,0.0,40,7.0,3.0,3,7272.727273,1,1619.076923,0,1048951,0,929.0909091,4.0,796.3636364,9620,1987,3,10,2,3,0,268.98,0,23.7,12,12.85,2,0,2.0,2,52.24615385,248951,580,16.48
453,6,1192,2,0.0,13,48.0,4.0,3,19090.90909,1,1621.153846,0,1036293,0,865.4545455,7.0,741.8181818,5816,2001,3,3,0,1,0,653.14,0,119.2,0,7.49,1,0,7.0,2,6.576923077,236293,671,24.35454545
454,7,680,3,0.0,18,7.0,3.0,2,5318.181818,0,1630.384615,0,1034209,0,700.0,6.0,600.0,4230,2002,3,10,0,3,0,202.76,0,0.0,13,6.921,1,0,3.0,5,31.01538462,234209,297,11.39727273
455,4,0,4,0.0,13,94.0,34.0,4,13090.90909,1,1632.615385,0,1045220,1,874.5454545,89.0,807.2727273,2649,2003,5,7,1,0,1,266.09,3259,0.0,11,13.046,2,9,51.0,10,16.69230769,245220,322,1.145454545
456,0,1088,5,0.0,21,94.0,34.0,0,10990.90909,2,1636.923077,0,1010094,1,736.3636364,89.0,589.0909091,3591,2001,5,12,1,2,0,226.26,44,217.6,0,11.178,2,1,51.0,10,23.36923077,210094,38,28.22181818
457,2,287,5,0.0,14,0.0,8.0,4,909.0909091,1,1638.0,0,1003403,1,660.3409091,16.0,609.5454545,2891,2008,3,11,0,3,0,33.6,0,0.0,9,14.069,3,0,15.0,10,1.9,203403,116,2.781818182
458,2,9530,0,1.0,8,22.0,4.0,4,31827.27273,0,1640.153846,0,1038732,1,927.2727273,33.0,741.8181818,8067,1991,5,3,2,4,0,813.6,289,2859.0,9,22.47,5,2,18.0,4,11.76923077,238732,549,13.31
459,0,185,6,0.0,14,44.0,4.0,0,2100.0,1,1641.230769,0,1007816,1,825.0,12.0,660.0,7760,1995,3,2,1,1,0,69.75,6,18.5,5,13.189,3,5,0.0,5,27.35384615,207816,175,9.310909091
460,1,0,2,2.0,11,29.0,1.0,3,6000.0,0,1644.230769,0,1037415,0,705.3030303,27.0,604.5454545,8094,1993,3,2,1,0,0,177.45,9,0.0,1,8.991,2,8,15.0,4,8.192307692,237415,411,15.56363636
461,1,1233,2,0.0,3,5.0,1.0,4,6363.636364,0,1648.769231,0,1029295,0,747.5,10.0,690.0,5144,2001,3,3,0,1,0,215.12,5,369.9,2,6.012,1,2,5.0,4,17.76923077,229295,89,4.565454545
462,10,0,4,0.0,13,0.0,3.0,0,3136.363636,2,1652.0,0,1024546,1,585.0,7.0,540.0,6726,1997,3,11,1,0,1,101.49,2,0.0,2,16.29,4,0,3.0,4,35.86153846,224546,62,1.145454545
463,2,0,2,0.0,20,11.0,4.0,4,8000.0,1,1653.076923,0,1038056,0,659.8484848,6.0,609.0909091,5326,2001,3,11,2,0,0,263.7,0,0.0,3,10.323,2,0,2.0,6,50.07692308,238056,118,17.86363636
464,10,3505,0,0.0,10,8.0,2.0,0,7727.272727,1,1653.076923,0,1043262,0,598.2954545,3.0,552.2727273,4718,2003,3,9,2,0,0,285.54,6,701.0,2,12.79,3,5,2.0,8,26.9,243262,407,13.09
465,6,6356,2,0.0,42,94.0,34.0,4,25675.0,0,1657.0,0,1024734,1,738.6363636,89.0,681.8181818,1888,2007,3,6,2,2,0,676.99,56322,0.0,11,7.62,1,5,51.0,8,15.57692308,224734,539,14.02727273
466,7,639,5,1.0,24,1.0,4.0,1,8181.818182,0,1660.615385,0,1019304,1,900.0,11.0,720.0,3012,2005,3,12,2,2,0,342.56,0,63.9,11,14.16,3,0,8.0,3,24.0,219304,310,2.71
467,6,764,3,0.0,13,94.0,34.0,0,1772.727273,1,1661.692308,0,1012516,1,903.6363636,89.0,774.5454545,3196,2002,3,12,2,3,0,65.16,467,76.4,3,12.42,2,0,51.0,9,25.01538462,212516,124,9.567272727
468,7,6310,2,0.0,1,4.0,8.0,1,30109.09091,2,1664.307692,2,1000680,0,881.25,16.0,705.0,9467,1990,5,7,0,1,0,648.81,5,1262.0,2,15.906,3,2,13.0,6,16.98461538,200680,1,3.02
469,-1,2078,3,1.0,13,2.0,2.0,4,7031.818182,1,1668.461538,0,1036618,0,780.0,13.0,720.0,4230,2002,3,10,1,3,0,218.08,6,623.4,12,18.99,5,5,12.0,5,52.15384615,236618,62,5.236363636
470,2,0,4,0.0,13,7.0,3.0,3,9454.545455,2,1668.923077,0,1003112,0,633.75,6.0,585.0,2648,2008,5,10,1,0,0,238.99,6,0.0,4,13.44,3,5,2.0,1,11.8,203112,17,12.88363636
471,10,397,0,0.0,19,7.0,6.0,4,6545.454545,2,1668.923077,3,1031331,0,837.5,22.0,670.0,5540,2001,3,6,1,3,0,263.78,4,0.0,13,11.49,2,4,13.0,8,7.107692308,231331,259,10.78909091
472,-1,0,1,0.0,22,7.0,4.0,3,14727.27273,0,1679.0,3,1009355,0,790.1515152,37.0,677.2727273,8340,1995,5,7,0,0,0,442.14,5,0.0,13,16.46,3,2,24.0,5,6.676923077,209355,149,9.72
473,2,3327,2,0.0,11,4.0,2.0,0,8154.545455,1,1692.0,0,1011935,0,616.0227273,6.0,568.6363636,1400,2011,3,6,1,0,0,295.24,0,0.0,12,24.5,6,0,2.0,4,34.70769231,211935,377,14.97818182
474,10,0,4,0.0,38,18.0,2.0,4,7090.909091,1,1694.769231,0,1003713,1,659.8484848,8.0,609.0909091,3803,2004,3,12,1,0,0,193.58,0,0.0,1,8.991,2,0,6.0,5,75.69230769,203713,195,15.41818182
475,1,538,6,1.0,11,5.0,1.0,3,5454.545455,1,1695.076923,0,1000440,0,767.0454545,3.0,613.6363636,4107,2005,3,2,1,3,1,170.09,2,161.4,7,12.303,3,0,2.0,5,53.42307692,200440,59,19.68
476,3,0,0,0.0,44,8.0,2.0,3,12947.72727,2,1700.769231,0,1023241,0,695.4545455,8.0,556.3636364,2041,2010,5,7,2,0,1,415.14,0,0.0,0,17.577,4,0,3.0,2,7.292307692,223241,270,11.06181818
477,7,0,4,0.0,26,10.0,2.0,2,11818.18182,1,1702.615385,0,1044837,0,674.6212121,5.0,622.7272727,4080,2006,5,7,2,0,1,298.34,6,0.0,13,25.82,5,5,4.0,9,25.56923077,244837,184,27.16363636
478,-1,1306,6,0.0,13,2.0,4.0,5,10725.0,2,1703.0,0,1037138,1,747.5,8.0,690.0,2405,2009,3,4,2,3,0,346.54,5,0.0,11,19.791,6,2,4.0,11,31.66153846,237138,25,9.727272727
479,3,1749,6,0.0,7,8.0,4.0,4,6000.0,1,1704.230769,0,1043237,0,731.8181818,6.0,627.2727273,5024,2003,3,4,1,1,0,203.59,4,524.7,1,12.141,3,4,4.0,1,15.1,243237,557,22.58
480,10,538,2,0.0,10,27.0,2.0,3,3927.272727,1,1706.769231,2,1003270,0,664.7727273,9.0,613.6363636,5478,2000,3,7,1,0,0,164.03,0,0.0,13,13.99,3,0,5.0,7,26.6,203270,505,13.30909091
481,2,0,3,0.0,22,6.0,3.0,3,21572.72727,0,1707.692308,0,1018461,1,801.6666667,10.0,740.0,4230,2005,3,2,1,0,0,642.65,0,0.0,4,9.441,2,0,9.0,9,15.0,218461,33,9.336363636
482,3,0,2,0.0,30,3.0,3.0,4,20209.09091,1,1722.692308,1,1017031,1,695.4545455,8.0,556.3636364,3106,2008,3,8,2,0,1,660.38,0,0.0,3,16.99,4,0,1.0,2,34.24615385,217031,74,33.56727273
483,10,2610,4,0.0,7,0.0,5.0,3,8100.0,2,1733.076923,1,1033978,0,871.8181818,7.0,747.2727273,2131,2011,3,11,0,3,0,261.12,5,783.0,12,14.418,3,2,1.0,9,19.06153846,233978,430,3.752727273
484,10,0,1,0.0,0,8.0,2.0,4,2127.272727,1,1742.0,0,1021501,0,761.3636364,3.0,609.0909091,4597,2001,3,3,0,0,0,68.47,29718,0.0,5,23.87,5,0,2.0,10,56.2,221501,334,5.845454545
485,3,951,2,0.0,11,8.0,2.0,3,2000.0,1,1742.307692,1,1005596,1,801.1363636,7.0,640.9090909,5387,2001,3,9,1,3,0,67.19,6,95.1,13,12.79,3,5,3.0,6,69.69230769,205596,377,22.32
486,2,0,1,0.0,7,14.0,10.0,3,11522.72727,1,1743.0,0,1037461,1,962.5,34.0,770.0,4656,2001,3,10,2,0,0,328.47,0,0.0,1,12.99,3,0,22.0,7,4.246153846,237461,91,21.44454545
487,3,976,6,1.0,38,17.0,5.0,2,8509.090909,0,1745.769231,0,1036758,0,920.4545455,15.0,736.3636364,5052,2000,3,8,0,3,0,270.36,0,195.2,11,14.99,3,0,11.0,6,42.0,236758,194,12.53636364
488,1,0,6,0.0,3,94.0,34.0,4,10000.0,0,1747.0,0,1044033,1,700.2272727,89.0,646.3636364,3105,2003,3,10,0,0,0,311.62,58985,0.0,12,7.62,1,12,51.0,4,13.15384615,244033,185,2.094545455
489,4,0,5,1.0,4,17.0,2.0,4,5000.0,1,1749.230769,0,1016714,1,705.3030303,17.0,604.5454545,6790,1995,3,7,1,0,0,168.11,0,0.0,3,11.565,2,0,9.0,2,87.46153846,216714,160,19.98
490,2,671,4,0.0,38,4.0,4.0,2,2181.818182,1,1754.307692,1,1031465,0,653.8636364,5.0,560.4545455,1277,2013,3,1,1,3,0,67.87,0,134.2,11,12.141,3,0,2.0,7,43.73076923,231465,785,25.79090909
491,5,609,4,0.0,9,21.0,3.0,4,17727.27273,0,1755.0,0,1025034,0,773.1818182,25.0,662.7272727,5629,2001,5,2,0,3,0,311.31,5,0.0,1,9.889,2,2,15.0,7,4.153846154,225034,158,15.69090909
492,7,2884,4,0.0,8,5.0,2.0,1,12800.0,1,1760.307692,0,1042211,1,900.0,6.0,720.0,5724,1998,5,3,2,0,0,381.96,70,288.4,10,28.413,7,0,4.0,11,76.3,242211,115,15.65454545
493,3,0,5,0.0,14,9.0,1.0,4,30000.0,0,1761.0,2,1012527,0,890.9090909,18.0,763.6363636,8827,1992,3,8,1,0,0,1039.82,0,0.0,5,13.491,3,0,10.0,10,8.538461538,212527,340,7.75
494,10,0,3,0.0,38,3.0,1.0,3,18000.0,0,1761.0,0,1012142,0,825.0,5.0,660.0,3501,2005,5,6,2,0,0,421.73,0,0.0,1,15.741,3,0,5.0,1,18.80769231,212142,195,4.163636364
495,3,0,4,0.0,9,13.0,7.0,4,10909.09091,1,1761.923077,0,1023533,0,884.5454545,13.0,758.1818182,2251,2010,3,2,1,0,0,408.22,0,0.0,11,12.303,3,0,8.0,4,7.861538462,223533,186,27.81
496,9,2618,2,0.0,27,4.0,2.0,2,10636.36364,0,1763.076923,1,1040583,0,916.3636364,15.0,785.4545455,3712,2007,3,1,0,3,0,408.82,0,523.6,7,8.24,2,0,6.0,3,18.69230769,240583,460,13.4
497,1,0,2,0.0,9,6.0,1.0,3,5909.090909,1,1765.384615,0,1004761,0,768.9393939,5.0,659.0909091,2101,2008,3,4,0,0,0,169.75,6,0.0,2,12.177,2,5,4.0,1,26.4,204761,186,1.2
498,5,0,2,0.0,15,13.0,2.0,3,2954.545455,0,1765.846154,0,1043627,0,865.4545455,6.0,741.8181818,3165,2008,3,7,1,0,0,86.66,4,0.0,6,13.491,3,4,6.0,3,23.0,243627,782,11.54454545
499,-1,6594,5,0.0,25,4.0,3.0,0,25000.0,2,1772.307692,1,1032183,0,589.4318182,7.0,544.0909091,8066,1994,3,9,1,2,0,800.71,0,1978.2,12,8.541,2,0,4.0,10,61.27692308,232183,41,11.88
500,4,1182,6,1.0,27,12.0,2.0,4,2045.454545,1,1772.615385,0,1000929,0,715.9090909,15.0,613.6363636,7030,1995,3,12,0,2,0,80.66,0,0.0,7,8.991,2,0,7.0,3,18.3,200929,500,13.96363636
501,10,594,3,0.0,19,18.0,4.0,3,1963.636364,1,1773.461538,1,1014319,1,797.7272727,5.0,736.3636364,4110,2003,3,10,0,3,0,57.66,0,59.4,10,9.49,2,0,2.0,1,19.70769231,214319,29,24.67636364
502,5,0,4,0.0,8,4.0,2.0,4,8181.818182,1,1774.0,0,1047863,1,684.469697,8.0,631.8181818,3227,2007,3,6,2,0,0,357.88,6,0.0,3,17.27,4,5,2.0,4,21.92307692,247863,171,15.33
503,2,61,2,0.0,36,9.0,3.0,4,3000.0,1,1775.0,0,1012715,0,718.9393939,3.0,663.6363636,1734,2010,3,10,0,0,0,94.26,0,0.0,10,7.362,2,0,1.0,7,43.61538462,212715,103,14.96
504,10,2048,0,0.0,26,2.0,4.0,3,4929.545455,1,1775.0,0,1002533,0,731.8181818,12.0,627.2727273,11506,1984,3,8,2,2,0,198.6,6,204.8,11,12.617,2,5,7.0,2,25.26923077,202533,306,1.153636364
505,5,4037,0,1.0,8,13.0,1.0,4,22818.18182,0,1776.923077,0,1008365,0,850.9090909,8.0,785.4545455,3377,2008,5,2,1,0,0,610.65,5,1211.1,6,14.418,3,2,2.0,5,10.84615385,208365,167,7.265454545
506,4,0,1,0.0,19,4.0,5.0,4,10118.18182,0,1777.0,0,1002073,1,789.7727273,6.0,631.8181818,10895,1986,3,2,1,0,0,328.61,0,0.0,10,14.895,4,0,3.0,12,23.69230769,202073,53,14.94545455
507,10,2187,2,1.0,21,4.0,4.0,3,6545.454545,1,1777.0,0,1036508,0,767.0454545,9.0,613.6363636,4871,2004,3,7,1,3,0,201.07,0,0.0,0,13.882,3,0,1.0,11,57.0,236508,45,10.10181818
508,6,2942,6,0.0,21,2.0,1.0,0,6545.454545,0,1780.0,2,1047594,1,700.0,4.0,600.0,7943,1994,3,2,1,3,0,283.44,5,588.4,0,14.895,4,2,3.0,11,49.75384615,247594,484,6.445454545
509,2,3507,5,0.0,38,3.0,2.0,3,13738.63636,1,1784.461538,0,1005490,0,864.3939394,13.0,740.9090909,7397,1995,3,5,2,2,0,383.52,6,701.4,8,12.683,2,5,5.0,8,7.753846154,205490,403,15.49636364
510,10,1446,3,0.0,36,2.0,4.0,3,8272.727273,0,1788.0,0,1048553,1,957.2727273,10.0,883.6363636,7001,1994,3,6,0,3,0,213.05,70,433.8,2,5.427,1,0,3.0,8,10.43076923,248553,249,8.198181818
511,0,0,0,0.0,29,18.0,1.0,4,9545.454545,1,1802.0,2,1020109,0,668.1818182,8.0,572.7272727,8857,1990,5,9,1,0,0,246.01,4,0.0,10,14.31,3,4,3.0,12,83.16923077,220109,55,34.14
512,10,1427,0,1.0,32,2.0,2.0,0,8243.181818,1,1802.307692,0,1041914,1,602.7272727,3.0,556.3636364,4840,2002,3,11,1,3,0,334.59,0,285.4,9,11.99,3,0,1.0,2,62.5,241914,137,3.403636364
513,7,299,0,0.0,30,2.0,3.0,5,1000.0,1,1802.307692,0,1021034,1,799.1666667,9.0,685.0,3011,2009,3,2,0,3,0,33.57,0,59.8,2,14.014,3,0,6.0,5,22.4,221034,566,3.28
514,3,980,5,0.0,2,1.0,3.0,3,4363.636364,0,1805.538462,0,1037494,1,810.8333333,6.0,695.0,3468,2004,3,9,0,3,0,155.74,6,294.0,11,21.087,6,5,5.0,3,12.27692308,237494,79,10.14545455
515,10,1116,1,0.0,13,6.0,1.0,4,5672.727273,0,1807.076923,0,1020485,0,900.0,9.0,720.0,4536,2004,3,6,0,0,0,149.29,3,334.8,3,6.741,1,3,4.0,11,8.6,220485,677,17.53
516,9,0,5,0.0,15,1.0,2.0,4,11818.18182,1,1815.0,0,1035112,0,1005.454545,10.0,861.8181818,4870,2003,5,12,0,0,0,296.4,10,0.0,4,22.941,5,9,6.0,4,7.538461538,235112,20,1.009090909
